Month,Concession,Type,ATC1,ATC1_desc,ATC2,ATC2_desc,Scripts,Cost
1992 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,1054,63670
1993 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,1235,70887.26
1993 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,162,8895.2
1993 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,11,554.66
1993 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,41,2512.8500000000004
1993 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,89,4474.92
1993 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,168,8810.18
1993 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,331,18151.95
1993 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,428,22956.8
1993 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,527,28445.5
1993 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,634,34977.259999999995
1993 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,705,38942.65
1993 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,1128,62476.13
1994 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,1195,65093.11
1994 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,136,7745.55
1994 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,10,640.26
1994 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,24,1394.06
1994 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,67,3409.8700000000003
1994 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,121,6182.87
1994 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,211,11295.62
1994 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,342,17720.57
1994 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,392,20119.35
1994 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,484,26503.8
1994 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,609,32003.480000000003
1994 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,713,37660.54
1995 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,751,39538.46
1995 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,60,3380.4
1995 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,6,337.62
1995 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,29,1627.86
1995 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,67,3396.9100000000003
1995 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,160,8229.46
1995 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,269,13815.49
1995 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,371,20521.280000000002
1995 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,484,25462.09
1995 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,594,31344.6
1995 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,667,35605.54
1995 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,844,45304.98
1996 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,960,51711.05
1996 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,54,2841.8500000000004
1996 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,8,512.76
1996 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,10,528.8199999999999
1996 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,24,1318.34
1996 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,67,4102.3
1996 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,123,6997.88
1996 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,217,11662.67
1996 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,312,16284.33
1996 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,379,21275.75
1996 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,491,27036.58
1996 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,618,33110.13
1997 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,674,37096.14
1997 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,39,1859.54
1997 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,6,226.84
1997 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,8,335.26
1997 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,41,2316.19
1997 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,84,4630.1500000000005
1997 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,192,10054.61
1997 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,285,15325.94
1997 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,389,20406.55
1997 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,520,27800.56
1997 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,551,29774.1
1997 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,815,44573.02
1998 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,747,40603.810000000005
1998 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,57,3305.3700000000003
1998 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,10,463.63
1998 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,10,625.3299999999999
1998 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,41,2114.42
1998 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,103,5616.45
1998 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,218,11514.05
1998 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,282,15425.62
1998 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,435,23493.25
1998 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,526,28755.09
1998 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,619,34194.97
1998 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,777,42542.98
1999 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,848,46726.54
1999 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,71,3743.1
1999 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,10,602.65
1999 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,14,649.25
1999 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,42,2379.2599999999998
1999 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,98,5067.99
1999 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,205,10902.57
1999 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,320,17516.780000000002
1999 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,439,23881.75
1999 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,537,28918.69
1999 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,616,33584.65
1999 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,805,43883.15
2000 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,929,49660.01
2000 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,85,4347.81
2000 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,11,707.21
2000 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,18,911.38
2000 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,64,3056.48
2000 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,127,6050.26
2000 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,245,12925.92
2000 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,362,18816.56
2000 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,454,24232.47
2000 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,626,33252.08
2000 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,736,38409.759999999995
2000 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,845,45059.68
2001 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,897,48778.07
2001 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,31,1812.1899999999998
2001 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,7,424.35
2001 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,31,1514.84
2001 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,101,4701.63
2001 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,159,7863.5
2001 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,311,15670.369999999999
2001 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,422,22267.58
2001 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,471,24912.32
2001 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,642,35080.03
2001 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,834,44951.810000000005
2001 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,851,46737.14
2002 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,974,51132.47
2002 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,34,1826.1399999999999
2002 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,3,190.85000000000002
2002 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,17,940.48
2002 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,98,5383.7699999999995
2002 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,188,9857.17
2002 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,346,18249.66
2002 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,427,22319.940000000002
2002 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,529,29022.93
2002 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,672,36677.1
2002 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,802,44182.99
2002 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,978,53707.259999999995
2003 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,1031,56378.719999999994
2003 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,41,1933.97
2003 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,8,445.95
2003 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,14,982.6700000000001
2003 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,80,4094.32
2003 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,179,9051.92
2003 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,327,16979.109999999997
2003 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,400,21314.7
2003 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,541,29277.21
2003 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,735,38940.59
2003 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,764,39754.52
2003 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,967,51514.06
2004 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,1047,54328.63
2004 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,57,2735.05
2004 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,14,708.2
2004 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,29,1386.1499999999999
2004 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,119,5959.37
2004 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,236,11946.61
2004 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,379,19437.99
2004 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,527,27073.74
2004 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,634,32768
2004 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,819,42239
2004 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,934,48898
2004 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,1103,57507
2005 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,1098,56634
2005 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,54,2422
2005 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,6,233
2005 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,32,1676
2005 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,85,4572
2005 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,192,10166
2005 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,345,17278
2005 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,514,26436
2005 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,695,35644
2005 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,770,39755
2005 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,962,48524
2005 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,1042,52592
2006 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,1181,59543
2006 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,56,3151
2006 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,10,502
2006 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,13,563
2006 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,58,3052
2006 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,132,7043
2006 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,229,12371
2006 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,387,20952
2006 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,396,21001
2006 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,575,31909
2006 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,680,36992
2006 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,787,41368
2007 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,874,47085
2007 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,36,2018
2007 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,8,372
2007 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,20,1339
2007 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,55,3133
2007 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,103,5733
2007 Jul,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,223,12314
2007 Aug,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,344,19015.18
2007 Sep,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,416,22368.58
2007 Oct,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,548,29840.920000000002
2007 Nov,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,697,37474.53
2007 Dec,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,794,42617
2008 Jan,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,874,45920
2008 Feb,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,105,5248
2008 Mar,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,6,238
2008 Apr,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,19,941
2008 May,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,51,2939
2008 Jun,General,Safety net,M,Musculo-skeletal system,M03,MUSCLE RELAXANTS,83,4292
1991 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1099,8113
1991 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1730,12800
1991 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2526,18899
1991 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3910,29089
1991 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,5217,39675
1991 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,8840,69176
1992 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,24088,192115
1992 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2464,19845
1992 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,105,802
1992 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,111,817
1992 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,117,832
1992 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1109,8572
1992 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2077,15562.7
1992 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3404,25744.36
1992 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,6886,54589.1
1992 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,9562,76659.82
1992 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,12889,103868.75
1992 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,22512,189022.28
1993 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,31372,268275.92000000004
1993 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3755,32326.25
1993 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,243,1973.6399999999999
1993 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,290,2367.79
1993 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,667,5275.2699999999995
1993 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1523,12534.52
1993 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3009,24417.58
1993 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,5038,41059.99
1993 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,7541,62499.850000000006
1993 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,10031,84073.54
1993 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,13421,113731
1993 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,24738,213907.25
1994 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,28502,252022.99
1994 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3388,30385.87
1994 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,208,1817.57
1994 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,122,959.93
1994 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,321,2494.48
1994 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,788,6087.31
1994 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1495,12017.640000000001
1994 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2809,22368.27
1994 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,4348,34108.48
1994 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,6420,50109.59
1994 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,9238,72034.87000000001
1994 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,13120,100995.65000000001
1995 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,17758,135876.86
1995 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1497,11574.91
1995 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,87,670.8399999999999
1995 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,151,1191.21
1995 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,439,3600.15
1995 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1176,9357.11
1995 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2299,18280.56
1995 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3977,32374.760000000002
1995 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,5551,44922.33
1995 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,8242,67023.81
1995 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,10579,84728.29
1995 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,15183,115404.84
1996 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,21271,161106.44999999998
1996 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1363,10246.62
1996 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,128,921.03
1996 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,54,386.87
1996 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,121,860.57
1996 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,304,2253.02
1996 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,770,5834.68
1996 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1477,11265.7
1996 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,2424,18431.05
1996 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3765,28678.2
1996 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,5222,39705.47
1996 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,8997,68137.8
1997 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,12010,89921.12000000001
1997 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,791,6159.1
1997 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,74,527.21
1997 Apr,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,37,243.43
1997 May,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,125,868.8499999999999
1997 Jun,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,508,3693.51
1997 Jul,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1185,8628.3
1997 Aug,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1995,14096.16
1997 Sep,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,3496,24983.109999999997
1997 Oct,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,5190,36720.07
1997 Nov,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,6849,48748.37
1997 Dec,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,12204,85832.81
1998 Jan,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,13774,97291.79
1998 Feb,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,1111,7925.25
1998 Mar,General,Safety net,M,Musculo-skeletal system,M04,ANTIGOUT PREPARATIONS,83,569.05
