"","Month","Concession","Type","ATC1","ATC1_desc","ATC2","ATC2_desc","Scripts","Cost"
"59914",1993 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",31,2377.65
"59915",1993 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",64,4230.69
"59916",1993 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",124,12948.35
"59917",1993 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",179,13571.43
"59918",1993 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",300,30904.09
"59919",1993 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",347,28945.75
"59920",1993 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",412,33806.55
"59921",1993 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",554,35356.96
"59922",1993 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",919,65655.13
"59923",1994 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",956,60691.41
"59924",1994 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",118,8030.13
"59925",1994 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",26,7136.12
"59926",1994 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",28,2543.16
"59927",1994 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",42,4682.58
"59928",1994 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",87,10449.75
"59929",1994 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",106,12874.63
"59930",1994 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",159,19582.61
"59931",1994 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",255,32259.3
"59932",1994 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",296,31618.38
"59933",1994 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",366,38936.22
"59934",1994 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",464,48613.45
"59935",1995 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",475,41882.8
"59936",1995 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",47,6015.2
"59937",1995 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",10,2405.43
"59938",1995 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",32,3040.49
"59939",1995 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",48,6151.25
"59940",1995 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",88,14795.48
"59941",1995 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",140,18118.4
"59942",1995 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",172,23201.94
"59943",1995 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",236,25968.05
"59944",1995 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",312,39022.69
"59945",1995 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",411,51449.65
"59946",1995 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",434,56600.81
"59947",1996 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",565,70690.14
"59948",1996 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",26,2151.96
"59949",1996 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",25,7065.74
"59950",1996 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",39,13260.35
"59951",1996 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",34,12527.11
"59952",1996 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",80,24151.92
"59953",1996 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",86,22705.03
"59954",1996 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",113,26967.22
"59955",1996 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",152,35539.59
"59956",1996 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",219,58810.09
"59957",1996 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",240,52668.65
"59958",1996 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",369,77843.3
"59959",1997 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",377,72061.81
"59960",1997 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",68,10202.4
"59961",1997 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",20,5812.28
"59962",1997 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",33,11966.13
"59963",1997 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",40,12757.5
"59964",1997 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",69,24011.07
"59965",1997 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",104,28323.15
"59966",1997 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",136,34872.31
"59967",1997 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",223,60539.05
"59968",1997 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",249,65640.81
"59969",1997 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",297,66680.8
"59970",1997 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",418,94169.78
"59971",1998 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",407,90169.39
"59972",1998 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",61,16209
"59973",1998 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",23,7793.37
"59974",1998 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",36,13006.85
"59975",1998 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",54,14038.66
"59976",1998 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",81,24027.44
"59977",1998 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",191,51280.28
"59978",1998 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",174,45205.06
"59979",1998 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",258,63049.69
"59980",1998 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",311,75665.43
"59981",1998 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",331,82787.7
"59982",1998 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",459,113626.56
"59983",1999 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",514,98970.57
"59984",1999 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",49,9830.18
"59985",1999 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",21,6294.92
"59986",1999 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",29,9420.1
"59987",1999 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",67,23528.64
"59988",1999 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",80,26454.48
"59989",1999 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",143,42775.06
"59990",1999 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",185,49117.79
"59991",1999 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",237,66997.42
"59992",1999 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",292,83833.37
"59993",1999 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",318,80398.33
"59994",1999 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",383,89844.63
"59995",2000 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",480,105446.16
"59996",2000 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",56,11085.74
"59997",2000 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",13,3661.91
"59998",2000 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",55,12714.15
"59999",2000 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",88,27806.55
"60000",2000 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",110,35113.27
"60001",2000 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",177,54877.9
"60002",2000 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",238,67709.16
"60003",2000 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",271,71799.08
"60004",2000 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",331,85007.82
"60005",2000 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",352,74148.2
"60006",2000 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",469,108107.06
"60007",2001 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",508,100398.3
"60008",2001 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",34,8519.54
"60009",2001 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",29,8188.74
"60010",2001 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",45,12829.64
"60011",2001 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",70,22954.57
"60012",2001 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",118,31074.57
"60013",2001 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",181,47946.11
"60014",2001 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",267,60801.87
"60015",2001 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",258,71464.1
"60016",2001 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",379,98126.17
"60017",2001 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",414,97901.54
"60018",2001 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",431,98084.4
"60019",2002 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",586,137237.58
"60020",2002 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",48,11476.96
"60021",2002 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",22,9744.67
"60022",2002 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",55,20145.82
"60023",2002 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",90,38161.96
"60024",2002 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",143,56465.73
"60025",2002 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",204,69003.8
"60026",2002 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",257,78753.51
"60027",2002 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",306,96861.3
"60028",2002 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",335,80289.74
"60029",2002 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",417,103618.83
"60030",2002 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",485,120975.65
"60031",2003 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",553,129098.01
"60032",2003 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",60,7616.06
"60033",2003 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",48,15956.73
"60034",2003 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",67,25780.17
"60035",2003 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",105,39963.55
"60036",2003 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",162,54354.97
"60037",2003 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",223,85280.73
"60038",2003 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",254,93701.65
"60039",2003 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",313,100800.32
"60040",2003 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",356,114294.77
"60041",2003 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",412,118051.93
"60042",2003 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",492,133848.93
"60043",2004 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",517,144913.05
"60044",2004 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",45,13963.49
"60045",2004 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",25,10445.47
"60046",2004 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",25,10635.95
"60047",2004 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",72,25867.89
"60048",2004 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",99,29743.87
"60049",2004 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",193,73039.74
"60050",2004 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",233,84755.3
"60051",2004 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",332,118236
"60052",2004 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",360,101137
"60053",2004 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",459,136929
"60054",2004 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",546,154230
"60055",2005 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",495,134955
"60056",2005 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",34,12534
"60057",2005 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",20,9269
"60058",2005 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",71,25501
"60059",2005 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",94,34437
"60060",2005 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",136,53452
"60061",2005 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",187,83324
"60062",2005 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",251,95924
"60063",2005 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",313,113608
"60064",2005 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",361,120099
"60065",2005 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",407,130275
"60066",2005 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",499,151726
"60067",2006 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",556,167296
"60068",2006 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",36,10159
"60069",2006 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",11,3990
"60070",2006 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",14,5927
"60071",2006 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",78,33672
"60072",2006 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",119,36693
"60073",2006 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",157,59023
"60074",2006 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",243,85222
"60075",2006 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",276,96378
"60076",2006 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",317,104901
"60077",2006 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",390,141752
"60078",2006 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",444,136992
"60079",2007 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",505,150377
"60080",2007 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",35,13147
"60081",2007 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",25,12074
"60082",2007 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",30,12904
"60083",2007 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",84,33922
"60084",2007 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",132,51679
"60085",2007 Jul,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",173,56765
"60086",2007 Aug,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",195,73994.25
"60087",2007 Sept,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",262,90024.78
"60088",2007 Oct,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",335,115064.51
"60089",2007 Nov,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",363,107157.2
"60090",2007 Dec,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",447,130546
"60091",2008 Jan,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",506,152245
"60092",2008 Feb,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",47,18526
"60093",2008 Mar,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",14,6644
"60094",2008 Apr,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",41,19480
"60095",2008 May,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",49,16187
"60096",2008 Jun,"General","Safety net","J","Antiinfectives for systemic use","J02","ANTIMYCOTICS FOR SYSTEMIC USE",108,38101
"60097",1991 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",18,143
"60098",1991 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",22,148
"60099",1991 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",12,64
"60100",1991 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",52,435
"60101",1991 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",23,202
"60102",1991 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",43,376
"60103",1992 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",33,471
"60104",1992 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",1,3
"60105",1992 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60106",1992 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60107",1992 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",0,0
"60108",1992 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",7,31
"60109",1992 Jul,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",5,28.38
"60110",1992 Aug,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",13,67.32
"60111",1992 Sept,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",13,78.89
"60112",1992 Oct,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",14,76.72
"60113",1992 Nov,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",27,180.44
"60114",1992 Dec,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",36,253.95
"60115",1993 Jan,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",41,370.68
"60116",1993 Feb,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",8,44.67
"60117",1993 Mar,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",1,3.72
"60118",1993 Apr,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",3,26.33
"60119",1993 May,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",8,69.67
"60120",1993 Jun,"General","Safety net","J","Antiinfectives for systemic use","J04","ANTIMYCOBACTERIALS",4,48.6
