,ds,State,Gender,Legal,Indigenous,y
1448,2006Q4,WA,Female,Sentenced,ATSI,112
1449,2007Q1,WA,Female,Sentenced,ATSI,119
1450,2007Q2,WA,Female,Sentenced,ATSI,140
1451,2007Q3,WA,Female,Sentenced,ATSI,158
1452,2007Q4,WA,Female,Sentenced,ATSI,151
1453,2008Q1,WA,Female,Sentenced,ATSI,123
1454,2008Q2,WA,Female,Sentenced,ATSI,105
1455,2008Q3,WA,Female,Sentenced,ATSI,105
1456,2008Q4,WA,Female,Sentenced,ATSI,107
1457,2009Q1,WA,Female,Sentenced,ATSI,103
1458,2009Q2,WA,Female,Sentenced,ATSI,119
1459,2009Q3,WA,Female,Sentenced,ATSI,134
1460,2009Q4,WA,Female,Sentenced,ATSI,155
1461,2010Q1,WA,Female,Sentenced,ATSI,148
1462,2010Q2,WA,Female,Sentenced,ATSI,148
1463,2010Q3,WA,Female,Sentenced,ATSI,153
1464,2010Q4,WA,Female,Sentenced,ATSI,142
1465,2011Q1,WA,Female,Sentenced,ATSI,127
1466,2011Q2,WA,Female,Sentenced,ATSI,123
1467,2011Q3,WA,Female,Sentenced,ATSI,115
1468,2011Q4,WA,Female,Sentenced,ATSI,111
1469,2012Q1,WA,Female,Sentenced,ATSI,132
1470,2012Q2,WA,Female,Sentenced,ATSI,150
1471,2012Q3,WA,Female,Sentenced,ATSI,148
1472,2012Q4,WA,Female,Sentenced,ATSI,153
1473,2013Q1,WA,Female,Sentenced,ATSI,157
1474,2013Q2,WA,Female,Sentenced,ATSI,161
1475,2013Q3,WA,Female,Sentenced,ATSI,163
1476,2013Q4,WA,Female,Sentenced,ATSI,165
1477,2014Q1,WA,Female,Sentenced,ATSI,165
1478,2014Q2,WA,Female,Sentenced,ATSI,167
1479,2014Q3,WA,Female,Sentenced,ATSI,174
1480,2014Q4,WA,Female,Sentenced,ATSI,185
1481,2015Q1,WA,Female,Sentenced,ATSI,192
1482,2015Q2,WA,Female,Sentenced,ATSI,190
1483,2015Q3,WA,Female,Sentenced,ATSI,182
1484,2015Q4,WA,Female,Sentenced,ATSI,167
1485,2016Q1,WA,Female,Sentenced,ATSI,169
1486,2016Q2,WA,Female,Sentenced,ATSI,180
1487,2016Q3,WA,Female,Sentenced,ATSI,178
1488,2016Q4,WA,Female,Sentenced,ATSI,184
1489,2005Q1,WA,Female,Sentenced,Non-ATSI,95
1490,2005Q2,WA,Female,Sentenced,Non-ATSI,102
1491,2005Q3,WA,Female,Sentenced,Non-ATSI,102
1492,2005Q4,WA,Female,Sentenced,Non-ATSI,96
1493,2006Q1,WA,Female,Sentenced,Non-ATSI,98
1494,2006Q2,WA,Female,Sentenced,Non-ATSI,94
1495,2006Q3,WA,Female,Sentenced,Non-ATSI,101
1496,2006Q4,WA,Female,Sentenced,Non-ATSI,101
1497,2007Q1,WA,Female,Sentenced,Non-ATSI,98
1498,2007Q2,WA,Female,Sentenced,Non-ATSI,103
1499,2007Q3,WA,Female,Sentenced,Non-ATSI,103
1500,2007Q4,WA,Female,Sentenced,Non-ATSI,113
1501,2008Q1,WA,Female,Sentenced,Non-ATSI,110
1502,2008Q2,WA,Female,Sentenced,Non-ATSI,97
1503,2008Q3,WA,Female,Sentenced,Non-ATSI,102
1504,2008Q4,WA,Female,Sentenced,Non-ATSI,115
1505,2009Q1,WA,Female,Sentenced,Non-ATSI,126
1506,2009Q2,WA,Female,Sentenced,Non-ATSI,137
1507,2009Q3,WA,Female,Sentenced,Non-ATSI,156
1508,2009Q4,WA,Female,Sentenced,Non-ATSI,166
1509,2010Q1,WA,Female,Sentenced,Non-ATSI,175
1510,2010Q2,WA,Female,Sentenced,Non-ATSI,180
1511,2010Q3,WA,Female,Sentenced,Non-ATSI,182
1512,2010Q4,WA,Female,Sentenced,Non-ATSI,174
1513,2011Q1,WA,Female,Sentenced,Non-ATSI,180
1514,2011Q2,WA,Female,Sentenced,Non-ATSI,174
1515,2011Q3,WA,Female,Sentenced,Non-ATSI,169
1516,2011Q4,WA,Female,Sentenced,Non-ATSI,172
1517,2012Q1,WA,Female,Sentenced,Non-ATSI,164
1518,2012Q2,WA,Female,Sentenced,Non-ATSI,175
1519,2012Q3,WA,Female,Sentenced,Non-ATSI,187
1520,2012Q4,WA,Female,Sentenced,Non-ATSI,189
1521,2013Q1,WA,Female,Sentenced,Non-ATSI,191
1522,2013Q2,WA,Female,Sentenced,Non-ATSI,182
1523,2013Q3,WA,Female,Sentenced,Non-ATSI,186
1524,2013Q4,WA,Female,Sentenced,Non-ATSI,192
1525,2014Q1,WA,Female,Sentenced,Non-ATSI,197
1526,2014Q2,WA,Female,Sentenced,Non-ATSI,186
1527,2014Q3,WA,Female,Sentenced,Non-ATSI,177
1528,2014Q4,WA,Female,Sentenced,Non-ATSI,185
1529,2015Q1,WA,Female,Sentenced,Non-ATSI,184
1530,2015Q2,WA,Female,Sentenced,Non-ATSI,190
1531,2015Q3,WA,Female,Sentenced,Non-ATSI,191
1532,2015Q4,WA,Female,Sentenced,Non-ATSI,190
1533,2016Q1,WA,Female,Sentenced,Non-ATSI,198
1534,2016Q2,WA,Female,Sentenced,Non-ATSI,221
1535,2016Q3,WA,Female,Sentenced,Non-ATSI,218
1536,2016Q4,WA,Female,Sentenced,Non-ATSI,220
1537,2005Q1,ACT,Male,Remanded,ATSI,7
1538,2005Q2,ACT,Male,Remanded,ATSI,7
1539,2005Q3,ACT,Male,Remanded,ATSI,9
1540,2005Q4,ACT,Male,Remanded,ATSI,9
1541,2006Q1,ACT,Male,Remanded,ATSI,12
1542,2006Q2,ACT,Male,Remanded,ATSI,9
1543,2006Q3,ACT,Male,Remanded,ATSI,8
1544,2006Q4,ACT,Male,Remanded,ATSI,7
1545,2007Q1,ACT,Male,Remanded,ATSI,6
1546,2007Q2,ACT,Male,Remanded,ATSI,11
1547,2007Q3,ACT,Male,Remanded,ATSI,7
1548,2007Q4,ACT,Male,Remanded,ATSI,7
1549,2008Q1,ACT,Male,Remanded,ATSI,10
1550,2008Q2,ACT,Male,Remanded,ATSI,12
1551,2008Q3,ACT,Male,Remanded,ATSI,12
1552,2008Q4,ACT,Male,Remanded,ATSI,14
1553,2009Q1,ACT,Male,Remanded,ATSI,17
1554,2009Q2,ACT,Male,Remanded,ATSI,12
1555,2009Q3,ACT,Male,Remanded,ATSI,11
1556,2009Q4,ACT,Male,Remanded,ATSI,14
1557,2010Q1,ACT,Male,Remanded,ATSI,17
1558,2010Q2,ACT,Male,Remanded,ATSI,16
1559,2010Q3,ACT,Male,Remanded,ATSI,19
1560,2010Q4,ACT,Male,Remanded,ATSI,18
1561,2011Q1,ACT,Male,Remanded,ATSI,18
1562,2011Q2,ACT,Male,Remanded,ATSI,18
1563,2011Q3,ACT,Male,Remanded,ATSI,13
1564,2011Q4,ACT,Male,Remanded,ATSI,14
1565,2012Q1,ACT,Male,Remanded,ATSI,19
1566,2012Q2,ACT,Male,Remanded,ATSI,17
1567,2012Q3,ACT,Male,Remanded,ATSI,20
1568,2012Q4,ACT,Male,Remanded,ATSI,15
1569,2013Q1,ACT,Male,Remanded,ATSI,17
1570,2013Q2,ACT,Male,Remanded,ATSI,21
1571,2013Q3,ACT,Male,Remanded,ATSI,21
1572,2013Q4,ACT,Male,Remanded,ATSI,17
1573,2014Q1,ACT,Male,Remanded,ATSI,15
1574,2014Q2,ACT,Male,Remanded,ATSI,15
1575,2014Q3,ACT,Male,Remanded,ATSI,12
1576,2014Q4,ACT,Male,Remanded,ATSI,17
1577,2015Q1,ACT,Male,Remanded,ATSI,22
1578,2015Q2,ACT,Male,Remanded,ATSI,29
1579,2015Q3,ACT,Male,Remanded,ATSI,24
1580,2015Q4,ACT,Male,Remanded,ATSI,28
1581,2016Q1,ACT,Male,Remanded,ATSI,26
1582,2016Q2,ACT,Male,Remanded,ATSI,28
1583,2016Q3,ACT,Male,Remanded,ATSI,29
1584,2016Q4,ACT,Male,Remanded,ATSI,22
1585,2005Q1,ACT,Male,Remanded,Non-ATSI,58
1586,2005Q2,ACT,Male,Remanded,Non-ATSI,59
1587,2005Q3,ACT,Male,Remanded,Non-ATSI,54
1588,2005Q4,ACT,Male,Remanded,Non-ATSI,54
1589,2006Q1,ACT,Male,Remanded,Non-ATSI,48
1590,2006Q2,ACT,Male,Remanded,Non-ATSI,56
1591,2006Q3,ACT,Male,Remanded,Non-ATSI,44
1592,2006Q4,ACT,Male,Remanded,Non-ATSI,51
1593,2007Q1,ACT,Male,Remanded,Non-ATSI,53
1594,2007Q2,ACT,Male,Remanded,Non-ATSI,48
1595,2007Q3,ACT,Male,Remanded,Non-ATSI,55
1596,2007Q4,ACT,Male,Remanded,Non-ATSI,61
1597,2008Q1,ACT,Male,Remanded,Non-ATSI,63
1598,2008Q2,ACT,Male,Remanded,Non-ATSI,67
1599,2008Q3,ACT,Male,Remanded,Non-ATSI,71
1600,2008Q4,ACT,Male,Remanded,Non-ATSI,84
1601,2009Q1,ACT,Male,Remanded,Non-ATSI,85
1602,2009Q2,ACT,Male,Remanded,Non-ATSI,52
1603,2009Q3,ACT,Male,Remanded,Non-ATSI,45
1604,2009Q4,ACT,Male,Remanded,Non-ATSI,52
1605,2010Q1,ACT,Male,Remanded,Non-ATSI,63
1606,2010Q2,ACT,Male,Remanded,Non-ATSI,65
1607,2010Q3,ACT,Male,Remanded,Non-ATSI,52
1608,2010Q4,ACT,Male,Remanded,Non-ATSI,55
1609,2011Q1,ACT,Male,Remanded,Non-ATSI,67
1610,2011Q2,ACT,Male,Remanded,Non-ATSI,69
1611,2011Q3,ACT,Male,Remanded,Non-ATSI,57
1612,2011Q4,ACT,Male,Remanded,Non-ATSI,60
1613,2012Q1,ACT,Male,Remanded,Non-ATSI,75
1614,2012Q2,ACT,Male,Remanded,Non-ATSI,75
1615,2012Q3,ACT,Male,Remanded,Non-ATSI,71
1616,2012Q4,ACT,Male,Remanded,Non-ATSI,71
1617,2013Q1,ACT,Male,Remanded,Non-ATSI,60
1618,2013Q2,ACT,Male,Remanded,Non-ATSI,54
1619,2013Q3,ACT,Male,Remanded,Non-ATSI,68
1620,2013Q4,ACT,Male,Remanded,Non-ATSI,58
1621,2014Q1,ACT,Male,Remanded,Non-ATSI,62
1622,2014Q2,ACT,Male,Remanded,Non-ATSI,77
1623,2014Q3,ACT,Male,Remanded,Non-ATSI,70
1624,2014Q4,ACT,Male,Remanded,Non-ATSI,71
1625,2015Q1,ACT,Male,Remanded,Non-ATSI,70
1626,2015Q2,ACT,Male,Remanded,Non-ATSI,84
1627,2015Q3,ACT,Male,Remanded,Non-ATSI,85
1628,2015Q4,ACT,Male,Remanded,Non-ATSI,88
1629,2016Q1,ACT,Male,Remanded,Non-ATSI,91
1630,2016Q2,ACT,Male,Remanded,Non-ATSI,99
1631,2016Q3,ACT,Male,Remanded,Non-ATSI,104
1632,2016Q4,ACT,Male,Remanded,Non-ATSI,121
1633,2005Q1,NSW,Male,Remanded,ATSI,355
1634,2005Q2,NSW,Male,Remanded,ATSI,351
1635,2005Q3,NSW,Male,Remanded,ATSI,324
1636,2005Q4,NSW,Male,Remanded,ATSI,334
1637,2006Q1,NSW,Male,Remanded,ATSI,391
1638,2006Q2,NSW,Male,Remanded,ATSI,402
1639,2006Q3,NSW,Male,Remanded,ATSI,365
1640,2006Q4,NSW,Male,Remanded,ATSI,378
1641,2007Q1,NSW,Male,Remanded,ATSI,389
1642,2007Q2,NSW,Male,Remanded,ATSI,397
1643,2007Q3,NSW,Male,Remanded,ATSI,385
1644,2007Q4,NSW,Male,Remanded,ATSI,401
1645,2008Q1,NSW,Male,Remanded,ATSI,455
1646,2008Q2,NSW,Male,Remanded,ATSI,442
1647,2008Q3,NSW,Male,Remanded,ATSI,413
1648,2008Q4,NSW,Male,Remanded,ATSI,431
1649,2009Q1,NSW,Male,Remanded,ATSI,506
1650,2009Q2,NSW,Male,Remanded,ATSI,491
1651,2009Q3,NSW,Male,Remanded,ATSI,473
1652,2009Q4,NSW,Male,Remanded,ATSI,445
1653,2010Q1,NSW,Male,Remanded,ATSI,472
1654,2010Q2,NSW,Male,Remanded,ATSI,522
1655,2010Q3,NSW,Male,Remanded,ATSI,470
1656,2010Q4,NSW,Male,Remanded,ATSI,430
1657,2011Q1,NSW,Male,Remanded,ATSI,486
1658,2011Q2,NSW,Male,Remanded,ATSI,525
1659,2011Q3,NSW,Male,Remanded,ATSI,517
1660,2011Q4,NSW,Male,Remanded,ATSI,508
1661,2012Q1,NSW,Male,Remanded,ATSI,527
1662,2012Q2,NSW,Male,Remanded,ATSI,499
1663,2012Q3,NSW,Male,Remanded,ATSI,457
1664,2012Q4,NSW,Male,Remanded,ATSI,511
1665,2013Q1,NSW,Male,Remanded,ATSI,596
1666,2013Q2,NSW,Male,Remanded,ATSI,600
1667,2013Q3,NSW,Male,Remanded,ATSI,554
1668,2013Q4,NSW,Male,Remanded,ATSI,563
1669,2014Q1,NSW,Male,Remanded,ATSI,656
1670,2014Q2,NSW,Male,Remanded,ATSI,623
1671,2014Q3,NSW,Male,Remanded,ATSI,553
1672,2014Q4,NSW,Male,Remanded,ATSI,552
1673,2015Q1,NSW,Male,Remanded,ATSI,681
1674,2015Q2,NSW,Male,Remanded,ATSI,741
1675,2015Q3,NSW,Male,Remanded,ATSI,776
1676,2015Q4,NSW,Male,Remanded,ATSI,784
1677,2016Q1,NSW,Male,Remanded,ATSI,820
1678,2016Q2,NSW,Male,Remanded,ATSI,837
1679,2016Q3,NSW,Male,Remanded,ATSI,810
1680,2016Q4,NSW,Male,Remanded,ATSI,813
1681,2005Q1,NSW,Male,Remanded,Non-ATSI,1617
1682,2005Q2,NSW,Male,Remanded,Non-ATSI,1624
1683,2005Q3,NSW,Male,Remanded,Non-ATSI,1520
1684,2005Q4,NSW,Male,Remanded,Non-ATSI,1526
1685,2006Q1,NSW,Male,Remanded,Non-ATSI,1576
1686,2006Q2,NSW,Male,Remanded,Non-ATSI,1603
1687,2006Q3,NSW,Male,Remanded,Non-ATSI,1666
1688,2006Q4,NSW,Male,Remanded,Non-ATSI,1696
1689,2007Q1,NSW,Male,Remanded,Non-ATSI,1765
1690,2007Q2,NSW,Male,Remanded,Non-ATSI,1776
1691,2007Q3,NSW,Male,Remanded,Non-ATSI,1782
1692,2007Q4,NSW,Male,Remanded,Non-ATSI,1871
1693,2008Q1,NSW,Male,Remanded,Non-ATSI,1899
1694,2008Q2,NSW,Male,Remanded,Non-ATSI,1921
1695,2008Q3,NSW,Male,Remanded,Non-ATSI,1909
1696,2008Q4,NSW,Male,Remanded,Non-ATSI,1893
1697,2009Q1,NSW,Male,Remanded,Non-ATSI,1985
1698,2009Q2,NSW,Male,Remanded,Non-ATSI,1986
1699,2009Q3,NSW,Male,Remanded,Non-ATSI,2011
1700,2009Q4,NSW,Male,Remanded,Non-ATSI,1944
1701,2010Q1,NSW,Male,Remanded,Non-ATSI,2047
1702,2010Q2,NSW,Male,Remanded,Non-ATSI,2039
1703,2010Q3,NSW,Male,Remanded,Non-ATSI,1928
1704,2010Q4,NSW,Male,Remanded,Non-ATSI,1900
1705,2011Q1,NSW,Male,Remanded,Non-ATSI,2078
1706,2011Q2,NSW,Male,Remanded,Non-ATSI,2140
1707,2011Q3,NSW,Male,Remanded,Non-ATSI,2052
1708,2011Q4,NSW,Male,Remanded,Non-ATSI,2003
1709,2012Q1,NSW,Male,Remanded,Non-ATSI,1996
1710,2012Q2,NSW,Male,Remanded,Non-ATSI,1955
1711,2012Q3,NSW,Male,Remanded,Non-ATSI,1914
1712,2012Q4,NSW,Male,Remanded,Non-ATSI,1987
1713,2013Q1,NSW,Male,Remanded,Non-ATSI,2039
1714,2013Q2,NSW,Male,Remanded,Non-ATSI,2094
1715,2013Q3,NSW,Male,Remanded,Non-ATSI,2066
1716,2013Q4,NSW,Male,Remanded,Non-ATSI,2093
1717,2014Q1,NSW,Male,Remanded,Non-ATSI,2245
1718,2014Q2,NSW,Male,Remanded,Non-ATSI,2313
1719,2014Q3,NSW,Male,Remanded,Non-ATSI,2041
1720,2014Q4,NSW,Male,Remanded,Non-ATSI,2087
1721,2015Q1,NSW,Male,Remanded,Non-ATSI,2443
1722,2015Q2,NSW,Male,Remanded,Non-ATSI,2537
1723,2015Q3,NSW,Male,Remanded,Non-ATSI,2655
1724,2015Q4,NSW,Male,Remanded,Non-ATSI,2706
1725,2016Q1,NSW,Male,Remanded,Non-ATSI,2929
1726,2016Q2,NSW,Male,Remanded,Non-ATSI,3013
1727,2016Q3,NSW,Male,Remanded,Non-ATSI,3019
1728,2016Q4,NSW,Male,Remanded,Non-ATSI,3060
1729,2005Q1,NT,Male,Remanded,ATSI,102
1730,2005Q2,NT,Male,Remanded,ATSI,99
1731,2005Q3,NT,Male,Remanded,ATSI,94
1732,2005Q4,NT,Male,Remanded,ATSI,96
1733,2006Q1,NT,Male,Remanded,ATSI,119
1734,2006Q2,NT,Male,Remanded,ATSI,121
1735,2006Q3,NT,Male,Remanded,ATSI,135
1736,2006Q4,NT,Male,Remanded,ATSI,150
1737,2007Q1,NT,Male,Remanded,ATSI,130
1738,2007Q2,NT,Male,Remanded,ATSI,139
1739,2007Q3,NT,Male,Remanded,ATSI,127
1740,2007Q4,NT,Male,Remanded,ATSI,137
1741,2008Q1,NT,Male,Remanded,ATSI,167
1742,2008Q2,NT,Male,Remanded,ATSI,155
1743,2008Q3,NT,Male,Remanded,ATSI,163
1744,2008Q4,NT,Male,Remanded,ATSI,169
1745,2009Q1,NT,Male,Remanded,ATSI,227
1746,2009Q2,NT,Male,Remanded,ATSI,206
1747,2009Q3,NT,Male,Remanded,ATSI,184
1748,2009Q4,NT,Male,Remanded,ATSI,178
1749,2010Q1,NT,Male,Remanded,ATSI,202
1750,2010Q2,NT,Male,Remanded,ATSI,181
1751,2010Q3,NT,Male,Remanded,ATSI,190
1752,2010Q4,NT,Male,Remanded,ATSI,217
1753,2011Q1,NT,Male,Remanded,ATSI,225
1754,2011Q2,NT,Male,Remanded,ATSI,251
1755,2011Q3,NT,Male,Remanded,ATSI,219
1756,2011Q4,NT,Male,Remanded,ATSI,209
1757,2012Q1,NT,Male,Remanded,ATSI,258
1758,2012Q2,NT,Male,Remanded,ATSI,265
1759,2012Q3,NT,Male,Remanded,ATSI,257
1760,2012Q4,NT,Male,Remanded,ATSI,238
1761,2013Q1,NT,Male,Remanded,ATSI,292
1762,2013Q2,NT,Male,Remanded,ATSI,279
1763,2013Q3,NT,Male,Remanded,ATSI,297
1764,2013Q4,NT,Male,Remanded,ATSI,356
1765,2014Q1,NT,Male,Remanded,ATSI,401
1766,2014Q2,NT,Male,Remanded,ATSI,375
1767,2014Q3,NT,Male,Remanded,ATSI,320
1768,2014Q4,NT,Male,Remanded,ATSI,344
1769,2015Q1,NT,Male,Remanded,ATSI,391
1770,2015Q2,NT,Male,Remanded,ATSI,334
1771,2015Q3,NT,Male,Remanded,ATSI,342
1772,2015Q4,NT,Male,Remanded,ATSI,343
1773,2016Q1,NT,Male,Remanded,ATSI,395
1774,2016Q2,NT,Male,Remanded,ATSI,398
1775,2016Q3,NT,Male,Remanded,ATSI,342
1776,2016Q4,NT,Male,Remanded,ATSI,335
1777,2005Q1,NT,Male,Remanded,Non-ATSI,45
1778,2005Q2,NT,Male,Remanded,Non-ATSI,41
1779,2005Q3,NT,Male,Remanded,Non-ATSI,29
1780,2005Q4,NT,Male,Remanded,Non-ATSI,29
1781,2006Q1,NT,Male,Remanded,Non-ATSI,22
1782,2006Q2,NT,Male,Remanded,Non-ATSI,19
1783,2006Q3,NT,Male,Remanded,Non-ATSI,23
1784,2006Q4,NT,Male,Remanded,Non-ATSI,25
1785,2007Q1,NT,Male,Remanded,Non-ATSI,28
1786,2007Q2,NT,Male,Remanded,Non-ATSI,36
1787,2007Q3,NT,Male,Remanded,Non-ATSI,22
1788,2007Q4,NT,Male,Remanded,Non-ATSI,22
1789,2008Q1,NT,Male,Remanded,Non-ATSI,32
1790,2008Q2,NT,Male,Remanded,Non-ATSI,32
1791,2008Q3,NT,Male,Remanded,Non-ATSI,36
1792,2008Q4,NT,Male,Remanded,Non-ATSI,44
1793,2009Q1,NT,Male,Remanded,Non-ATSI,38
1794,2009Q2,NT,Male,Remanded,Non-ATSI,49
1795,2009Q3,NT,Male,Remanded,Non-ATSI,47
1796,2009Q4,NT,Male,Remanded,Non-ATSI,48
1797,2010Q1,NT,Male,Remanded,Non-ATSI,42
1798,2010Q2,NT,Male,Remanded,Non-ATSI,45
1799,2010Q3,NT,Male,Remanded,Non-ATSI,42
1800,2010Q4,NT,Male,Remanded,Non-ATSI,28
1801,2011Q1,NT,Male,Remanded,Non-ATSI,43
1802,2011Q2,NT,Male,Remanded,Non-ATSI,43
1803,2011Q3,NT,Male,Remanded,Non-ATSI,51
1804,2011Q4,NT,Male,Remanded,Non-ATSI,45
1805,2012Q1,NT,Male,Remanded,Non-ATSI,40
1806,2012Q2,NT,Male,Remanded,Non-ATSI,37
1807,2012Q3,NT,Male,Remanded,Non-ATSI,45
1808,2012Q4,NT,Male,Remanded,Non-ATSI,44
1809,2013Q1,NT,Male,Remanded,Non-ATSI,43
1810,2013Q2,NT,Male,Remanded,Non-ATSI,37
1811,2013Q3,NT,Male,Remanded,Non-ATSI,43
1812,2013Q4,NT,Male,Remanded,Non-ATSI,36
1813,2014Q1,NT,Male,Remanded,Non-ATSI,46
1814,2014Q2,NT,Male,Remanded,Non-ATSI,53
1815,2014Q3,NT,Male,Remanded,Non-ATSI,62
1816,2014Q4,NT,Male,Remanded,Non-ATSI,75
1817,2015Q1,NT,Male,Remanded,Non-ATSI,71
1818,2015Q2,NT,Male,Remanded,Non-ATSI,70
1819,2015Q3,NT,Male,Remanded,Non-ATSI,71
1820,2015Q4,NT,Male,Remanded,Non-ATSI,65
1821,2016Q1,NT,Male,Remanded,Non-ATSI,86
1822,2016Q2,NT,Male,Remanded,Non-ATSI,82
1823,2016Q3,NT,Male,Remanded,Non-ATSI,75
1824,2016Q4,NT,Male,Remanded,Non-ATSI,69
1825,2005Q1,QLD,Male,Remanded,ATSI,216
1826,2005Q2,QLD,Male,Remanded,ATSI,225
1827,2005Q3,QLD,Male,Remanded,ATSI,227
1828,2005Q4,QLD,Male,Remanded,ATSI,233
1829,2006Q1,QLD,Male,Remanded,ATSI,270
1830,2006Q2,QLD,Male,Remanded,ATSI,256
1831,2006Q3,QLD,Male,Remanded,ATSI,251
1832,2006Q4,QLD,Male,Remanded,ATSI,269
1833,2007Q1,QLD,Male,Remanded,ATSI,299
1834,2007Q2,QLD,Male,Remanded,ATSI,312
1835,2007Q3,QLD,Male,Remanded,ATSI,314
1836,2007Q4,QLD,Male,Remanded,ATSI,282
1837,2008Q1,QLD,Male,Remanded,ATSI,319
1838,2008Q2,QLD,Male,Remanded,ATSI,316
1839,2008Q3,QLD,Male,Remanded,ATSI,302
1840,2008Q4,QLD,Male,Remanded,ATSI,265
1841,2009Q1,QLD,Male,Remanded,ATSI,283
1842,2009Q2,QLD,Male,Remanded,ATSI,280
1843,2009Q3,QLD,Male,Remanded,ATSI,259
1844,2009Q4,QLD,Male,Remanded,ATSI,259
1845,2010Q1,QLD,Male,Remanded,ATSI,298
1846,2010Q2,QLD,Male,Remanded,ATSI,318
1847,2010Q3,QLD,Male,Remanded,ATSI,293
1848,2010Q4,QLD,Male,Remanded,ATSI,314
1849,2011Q1,QLD,Male,Remanded,ATSI,303
1850,2011Q2,QLD,Male,Remanded,ATSI,312
1851,2011Q3,QLD,Male,Remanded,ATSI,307
1852,2011Q4,QLD,Male,Remanded,ATSI,286
1853,2012Q1,QLD,Male,Remanded,ATSI,300
1854,2012Q2,QLD,Male,Remanded,ATSI,303
1855,2012Q3,QLD,Male,Remanded,ATSI,302
1856,2012Q4,QLD,Male,Remanded,ATSI,304
1857,2013Q1,QLD,Male,Remanded,ATSI,358
1858,2013Q2,QLD,Male,Remanded,ATSI,359
1859,2013Q3,QLD,Male,Remanded,ATSI,343
1860,2013Q4,QLD,Male,Remanded,ATSI,361
1861,2014Q1,QLD,Male,Remanded,ATSI,414
1862,2014Q2,QLD,Male,Remanded,ATSI,461
1863,2014Q3,QLD,Male,Remanded,ATSI,429
1864,2014Q4,QLD,Male,Remanded,ATSI,393
1865,2015Q1,QLD,Male,Remanded,ATSI,439
1866,2015Q2,QLD,Male,Remanded,ATSI,434
1867,2015Q3,QLD,Male,Remanded,ATSI,433
1868,2015Q4,QLD,Male,Remanded,ATSI,466
1869,2016Q1,QLD,Male,Remanded,ATSI,556
1870,2016Q2,QLD,Male,Remanded,ATSI,544
1871,2016Q3,QLD,Male,Remanded,ATSI,544
1872,2016Q4,QLD,Male,Remanded,ATSI,523
1873,2005Q1,QLD,Male,Remanded,Non-ATSI,784
1874,2005Q2,QLD,Male,Remanded,Non-ATSI,794
1875,2005Q3,QLD,Male,Remanded,Non-ATSI,762
1876,2005Q4,QLD,Male,Remanded,Non-ATSI,752
1877,2006Q1,QLD,Male,Remanded,Non-ATSI,768
1878,2006Q2,QLD,Male,Remanded,Non-ATSI,828
1879,2006Q3,QLD,Male,Remanded,Non-ATSI,860
1880,2006Q4,QLD,Male,Remanded,Non-ATSI,858
1881,2007Q1,QLD,Male,Remanded,Non-ATSI,835
1882,2007Q2,QLD,Male,Remanded,Non-ATSI,873
1883,2007Q3,QLD,Male,Remanded,Non-ATSI,853
1884,2007Q4,QLD,Male,Remanded,Non-ATSI,818
1885,2008Q1,QLD,Male,Remanded,Non-ATSI,840
1886,2008Q2,QLD,Male,Remanded,Non-ATSI,836
1887,2008Q3,QLD,Male,Remanded,Non-ATSI,829
1888,2008Q4,QLD,Male,Remanded,Non-ATSI,796
1889,2009Q1,QLD,Male,Remanded,Non-ATSI,795
1890,2009Q2,QLD,Male,Remanded,Non-ATSI,801
1891,2009Q3,QLD,Male,Remanded,Non-ATSI,792
1892,2009Q4,QLD,Male,Remanded,Non-ATSI,795
1893,2010Q1,QLD,Male,Remanded,Non-ATSI,810
1894,2010Q2,QLD,Male,Remanded,Non-ATSI,799
1895,2010Q3,QLD,Male,Remanded,Non-ATSI,775
1896,2010Q4,QLD,Male,Remanded,Non-ATSI,767
1897,2011Q1,QLD,Male,Remanded,Non-ATSI,790
1898,2011Q2,QLD,Male,Remanded,Non-ATSI,802
1899,2011Q3,QLD,Male,Remanded,Non-ATSI,803
1900,2011Q4,QLD,Male,Remanded,Non-ATSI,810
1901,2012Q1,QLD,Male,Remanded,Non-ATSI,830
1902,2012Q2,QLD,Male,Remanded,Non-ATSI,829
1903,2012Q3,QLD,Male,Remanded,Non-ATSI,811
1904,2012Q4,QLD,Male,Remanded,Non-ATSI,788
1905,2013Q1,QLD,Male,Remanded,Non-ATSI,848
1906,2013Q2,QLD,Male,Remanded,Non-ATSI,873
1907,2013Q3,QLD,Male,Remanded,Non-ATSI,916
1908,2013Q4,QLD,Male,Remanded,Non-ATSI,925
1909,2014Q1,QLD,Male,Remanded,Non-ATSI,1011
1910,2014Q2,QLD,Male,Remanded,Non-ATSI,1125
1911,2014Q3,QLD,Male,Remanded,Non-ATSI,1069
1912,2014Q4,QLD,Male,Remanded,Non-ATSI,1095
1913,2015Q1,QLD,Male,Remanded,Non-ATSI,1127
1914,2015Q2,QLD,Male,Remanded,Non-ATSI,1176
1915,2015Q3,QLD,Male,Remanded,Non-ATSI,1188
1916,2015Q4,QLD,Male,Remanded,Non-ATSI,1292
1917,2016Q1,QLD,Male,Remanded,Non-ATSI,1387
1918,2016Q2,QLD,Male,Remanded,Non-ATSI,1443
1919,2016Q3,QLD,Male,Remanded,Non-ATSI,1538
1920,2016Q4,QLD,Male,Remanded,Non-ATSI,1556
1921,2005Q1,SA,Male,Remanded,ATSI,113
